2.764824986194729939e-01,-3.971804421792429762e-01,5.291061014189919476e-01,-2.287647069795639976e-01,2.385889581995440101e-02,-8.883930031783070502e-01,1.221014080197670021e-01,2.385889581995440101e-02,7.255911258186169555e-01,-1.866607731796439962e-01,0.000000000000000000e+00,8.420786759983950320e-02,4.210393379991980017e-02,-3.789354041992780142e-01,-2.947275365994380114e-01,0.000000000000000000e+00,1.305221947797509996e+00,8.420786759983950320e-01,-1.263118013997590050e-01,0.000000000000000000e+00,1.546617834917050072e+00,8.308509603184169867e-01,3.536730439193260245e-01,-2.638513184794969990e-01,-1.148033928277810034e+00,-1.007687482278079916e+00,-1.358553597277410097e+00,-2.778859630794709989e-01,4.238462669191920273e-01,9.010241833182830451e-01,0.000000000000000000e+00,-1.347325881597430053e+00,-8.841826097983149779e-01,-1.010494411198070042e+00,-7.157668745986359715e-01,0.000000000000000000e+00,1.052598344997990099e+00,2.526236027995190092e-01,1.515741616797110058e+00,8.465501137679469768e-01
3.091267137096799789e-01,-4.074852135263969943e-01,5.198949276026439970e-01,-2.388706424120259908e-01,1.405121425953089961e-02,-8.430728555718549622e-01,1.124097140762470026e-01,1.405121425953089961e-02,7.166119272360770287e-01,-1.967169996334330040e-01,0.000000000000000000e+00,8.430728555718550177e-02,4.215364277859279946e-02,-3.793827850073350216e-01,-2.950754994501489925e-01,0.000000000000000000e+00,1.306762926136380010e+00,8.430728555718549622e-01,-1.264609283357779890e-01,0.000000000000000000e+00,1.561089904233889936e+00,8.304267627382779793e-01,3.526854779142269969e-01,-2.655679495051340155e-01,-1.150794447855580049e+00,-1.010282305260270075e+00,-1.361562661748549896e+00,-2.796191637646650019e-01,4.229415492118809849e-01,9.006828340359329665e-01,0.000000000000000000e+00,-1.348916568914970027e+00,-8.852264983504479767e-01,-1.011687426686229907e+00,-7.166119272360770287e-01,0.000000000000000000e+00,1.053841069464819924e+00,2.529218566715569771e-01,1.517531140029340087e+00,8.475495724349420001e-01
3.248260194024559788e-01,-4.204458000057770262e-01,5.216902735857630313e-01,-2.376432782641350050e-01,1.546790568583119967e-02,-7.719891110473959817e-01,7.171483545249029978e-02,1.546790568583119967e-02,7.185545277690700283e-01,-2.376432782641350050e-01,0.000000000000000000e+00,8.437039464998870308e-02,4.218519732499430297e-02,-3.796667759249490182e-01,-2.952963812749599959e-01,0.000000000000000000e+00,1.307741117074820103e+00,8.437039464998870031e-01,-1.265555919749830061e-01,0.000000000000000000e+00,1.559446127780619973e+00,8.422977732557199726e-01,3.501371377974529797e-01,-2.685790896357980184e-01,-1.154468233460679949e+00,-9.857274441607010163e-01,-1.393517684968980097e+00,-2.826408220774619950e-01,4.204458000057770262e-01,9.126064354640439635e-01,0.000000000000000000e+00,-1.349926314399819915e+00,-8.858891438248810424e-01,-1.012444735799860052e+00,-7.171483545249039970e-01,0.000000000000000000e+00,1.054629933124860086e+00,2.531111839499660121e-01,1.518667103699800069e+00,8.481840144558010497e-01
3.112536046848120019e-01,-4.178088927751090198e-01,5.215600943367120212e-01,-2.355432684101279872e-01,1.682451917215189996e-02,-7.683197088616090520e-01,7.290624974599189956e-02,1.682451917215189996e-02,7.178461513451519505e-01,-2.355432684101279872e-01,0.000000000000000000e+00,8.412259586076009654e-02,4.206129793037999970e-02,-3.785516813734199904e-01,-2.944290855126600048e-01,0.000000000000000000e+00,1.303900235841779942e+00,8.412259586076009654e-01,-1.261838937911400060e-01,0.000000000000000000e+00,1.557670066688410015e+00,8.426280018719469744e-01,3.519128593508469849e-01,-2.649861769613939821e-01,-1.148273433499370055e+00,-1.008069107064770042e+00,-1.386620788438200025e+00,-2.790066096048540167e-01,4.220150225681469913e-01,9.127301650892469809e-01,0.000000000000000000e+00,-1.345961533772159990e+00,-8.832872565379810137e-01,-1.009471150329120048e+00,-7.150420648164610427e-01,0.000000000000000000e+00,1.051532448259500097e+00,2.523677875822800121e-01,1.514206725493679961e+00,8.456928684478070002e-01
2.845060272425299908e-01,-4.162477344385779876e-01,5.227623062141070198e-01,-2.340517564014900076e-01,1.821959780370899923e-02,-7.526095400455099504e-01,7.427989873819769440e-02,1.821959780370899923e-02,7.189733594848169984e-01,-2.340517564014900076e-01,0.000000000000000000e+00,1.261356771026000134e-01,4.204522570086650229e-02,-3.784070313077990133e-01,-2.943165799060660226e-01,0.000000000000000000e+00,1.303401996726859968e+00,8.409045140173300181e-01,-1.261356771026000134e-01,0.000000000000000000e+00,1.559877873502149903e+00,8.310939613537949855e-01,3.545814034106409829e-01,-2.620819068687340048e-01,-1.145031646586929908e+00,-1.018895969484330033e+00,-1.383287925558509990e+00,-2.760969821023570026e-01,4.246567795787519750e-01,9.151844127555279762e-01,0.000000000000000000e+00,-1.555673350932059940e+00,-8.829497397181970131e-01,-1.009085416820800107e+00,-7.147688369147310317e-01,0.000000000000000000e+00,1.051130642521659997e+00,2.522713542051990276e-01,1.513628125231190058e+00,8.453697169867619987e-01
2.777378116271940200e-01,-4.236202985424870060e-01,5.161995690848849572e-01,-2.412671898983700103e-01,1.122172976271509914e-02,-6.901363804069660102e-01,6.733037857628949852e-02,1.122172976271509914e-02,7.125798399323960419e-01,-2.412671898983700103e-01,0.000000000000000000e+00,1.262444598305429988e-01,4.208148661018090014e-02,-5.470593259323509594e-01,-2.945704062712660165e-01,0.000000000000000000e+00,1.304526084915609951e+00,8.416297322036170314e-01,-1.262444598305429988e-01,0.000000000000000000e+00,1.562625869458049932e+00,8.332134348815809499e-01,3.562899199661980210e-01,-2.609052169831220236e-01,-1.144616435796919962e+00,-1.032399138169769914e+00,-1.383078193254609900e+00,-2.749323791865149746e-01,4.264257309831659959e-01,9.173764081019429861e-01,0.000000000000000000e+00,-1.557015004576689954e+00,-8.837112188137979940e-01,-1.220363111695250025e+00,-7.153852723730750318e-01,0.000000000000000000e+00,1.052037165254519957e+00,2.524889196610849984e-01,1.514933517966509990e+00,8.460987860816190365e-01
3.331794786062630132e-01,-4.196109751484730088e-01,4.725851181904729970e-01,-2.383836436890000021e-01,1.254650756257899916e-02,-7.123628182753150018e-01,6.830876339626319738e-02,1.254650756257899916e-02,7.095747054836309964e-01,-2.383836436890000021e-01,0.000000000000000000e+00,1.254650756257890132e-01,4.182169187526309923e-02,-5.436819943784210185e-01,-2.927518431268419929e-01,0.000000000000000000e+00,1.296472448133159983e+00,8.364338375052630115e-01,-1.254650756257890132e-01,0.000000000000000000e+00,1.585042122072469972e+00,8.322516683177360042e-01,3.025102378977370110e-01,-2.551123204391049781e-01,-1.133367849819630013e+00,-1.035783902110680055e+00,-1.370357437112790011e+00,-2.690528843975260043e-01,4.279753135235260242e-01,9.158950520682620500e-01,0.000000000000000000e+00,-1.547402599384740007e+00,-1.212829064382630051e+00,-1.212829064382630051e+00,-7.109687618794729991e-01,0.000000000000000000e+00,1.045542296881579958e+00,2.509301512515790256e-01,1.505580907509469935e+00,8.408753011824160462e-01
3.545109764644869821e-01,-4.041701015723540014e-01,4.648645878153009892e-01,-2.248454831272820031e-01,-1.793246184450730113e-02,-7.352309356247930250e-01,7.862694808745429587e-02,-4.138260425655649992e-03,7.131602133546299793e-01,-2.248454831272820031e-01,0.000000000000000000e+00,8.276520851310989468e-02,4.138260425655500285e-02,-4.965912510786599787e-01,-2.896782297958849783e-01,0.000000000000000000e+00,1.282860731953199940e+00,8.690346893876540468e-01,-1.241478127696649947e-01,0.000000000000000000e+00,1.578056642316630009e+00,8.331697656986399858e-01,3.227843132011279925e-01,-2.703663478094929795e-01,-1.153195238616000040e+00,-1.001459023008629989e+00,-1.346314058479920028e+00,-3.117489520660480240e-01,4.331379245519419996e-01,9.159349742117499638e-01,0.000000000000000000e+00,-1.738069378775310092e+00,-1.200095523440090073e+00,-1.282860731953199940e+00,-7.035042723614339799e-01,0.000000000000000000e+00,1.034565106413869895e+00,3.310608340524400228e-01,1.489773753235980047e+00,8.320469177031459829e-01
3.111791507284900060e-01,-4.112010206055040085e-01,4.639903408183729816e-01,-2.306059777720060044e-01,-2.222708219489210116e-02,-6.612556952980409575e-01,7.501640240776100144e-02,-8.335155823084470714e-03,7.140450155109100416e-01,-2.306059777720060044e-01,0.000000000000000000e+00,8.335155823084550164e-02,4.167577911542279939e-02,-5.001093493850730098e-01,-2.917304538079589782e-01,0.000000000000000000e+00,1.291949152578109938e+00,8.751913614238779893e-01,-1.250273373462680027e-01,0.000000000000000000e+00,1.587847184297610070e+00,8.376831602199970028e-01,3.236818844631170200e-01,-2.736709495246090196e-01,-1.162754237320289930e+00,-1.037726899974029893e+00,-1.315565427410180011e+00,-3.153467286400319924e-01,4.348172954375780219e-01,9.210347184508429486e-01,0.000000000000000000e+00,-1.750382722847759975e+00,-1.208597594347259996e+00,-1.291949152578109938e+00,-7.084882449621869860e-01,0.000000000000000000e+00,1.041894477885570103e+00,3.334062329233820066e-01,1.500328048155219918e+00,8.379415500505129621e-01
3.461855430640379816e-01,-4.093781421947759736e-01,4.560857154653200074e-01,-2.307903620426919877e-01,-2.472753879028859875e-02,-6.703910516478209791e-01,7.143511206083319465e-02,-1.099001724012839930e-02,7.033611033682050095e-01,-2.307903620426919877e-01,0.000000000000000000e+00,8.242512930096150547e-02,4.121256465048080131e-02,-6.181884697572109788e-01,-2.884879525533650124e-01,0.000000000000000000e+00,1.277589504164899914e+00,9.478889869610580554e-01,-1.236376939514420015e-01,0.000000000000000000e+00,1.589431243353540024e+00,8.338675580947270127e-01,3.255792607387980042e-01,-2.651341659180930233e-01,-1.144335545128349896e+00,-1.075647937377550045e+00,-1.295448282180110100e+00,-3.200842521187339806e-01,4.354794331400799745e-01,9.162926873956890317e-01,0.000000000000000000e+00,-1.730927715320190075e+00,-1.195164374863940004e+00,-1.236376939514419959e+00,-7.006135990581729978e-01,0.000000000000000000e+00,1.030314116262019963e+00,4.533382111552879956e-01,1.483652327417309902e+00,8.286280673754959913e-01
