1.880000000000000000e+02,1.970000000000000000e+02,2.010000000000000000e+02,2.800000000000000000e+02,3.260000000000000000e+02,3.480000000000000000e+02,3.410000000000000000e+02,2.600000000000000000e+02,-9.000000000000000000e+00,1.800000000000000000e+01,-1.500000000000000000e+01,1.050000000000000000e+02,1.500000000000000000e+01,1.800000000000000000e+01,-3.600000000000000000e+01,-1.320000000000000000e+02,2.770000000000000000e+02,3.550000000000000000e+02,2.910000000000000000e+02,2.830000000000000000e+02,3.820000000000000000e+02,4.880000000000000000e+02,3.570000000000000000e+02,2.440000000000000000e+02,6.000000000000000000e+01,3.000000000000000000e+00,-9.300000000000000000e+01,1.140000000000000000e+02,6.900000000000000000e+01,3.000000000000000000e+00,-1.200000000000000000e+02,-4.500000000000000000e+01
1.810000000000000000e+02,2.250000000000000000e+02,2.960000000000000000e+02,3.350000000000000000e+02,3.150000000000000000e+02,3.488899999999999864e+02,3.430000000000000000e+02,2.690000000000000000e+02,9.000000000000000000e+00,4.632300000000000040e+01,6.851000000000000512e+01,1.500000000000000000e+01,2.400000000000000000e+01,2.500000000000000000e+01,-3.000000000000000000e+01,-1.320000000000000000e+02,3.260000000000000000e+02,2.880000000000000000e+02,2.611000000000000227e+02,3.535699999999999932e+02,4.750000000000000000e+02,4.101100000000000136e+02,2.976100000000000136e+02,2.320000000000000000e+02,1.800000000000000000e+01,-1.003199999999999932e+02,6.443699999999999761e+01,1.158900000000000006e+02,1.800000000000000000e+01,-1.058900000000000006e+02,-1.008900000000000006e+02,2.100000000000000000e+01
1.320000000000000000e+02,1.820000000000000000e+02,2.560000000000000000e+02,3.400000000000000000e+02,3.330000000000000000e+02,3.520000000000000000e+02,3.560000000000000000e+02,2.320000000000000000e+02,9.000000000000000000e+00,8.100000000000000000e+01,1.053499999999999943e+02,5.143699999999999761e+01,2.400000000000000000e+01,3.768399999999999750e+01,-3.600000000000000000e+01,-1.110000000000000000e+02,2.870000000000000000e+02,2.960000000000000000e+02,2.750000000000000000e+02,3.400000000000000000e+02,4.780000000000000000e+02,4.535099999999999909e+02,3.290000000000000000e+02,2.590000000000000000e+02,1.800000000000000000e+01,-1.200000000000000000e+01,-2.500000000000000000e+01,8.268399999999999750e+01,1.800000000000000000e+01,-8.936599999999999966e+01,-1.477700000000000102e+02,8.100000000000000000e+01
1.210000000000000000e+02,1.830000000000000000e+02,2.910000000000000000e+02,3.510000000000000000e+02,3.520000000000000000e+02,3.710000000000000000e+02,3.110000000000000000e+02,2.010000000000000000e+02,9.000000000000000000e+00,1.140000000000000000e+02,7.800000000000000000e+01,3.600000000000000000e+01,2.400000000000000000e+01,-3.000000000000000000e+00,-9.900000000000000000e+01,-9.000000000000000000e+01,2.360000000000000000e+02,2.830000000000000000e+02,2.980000000000000000e+02,3.760000000000000000e+02,4.790000000000000000e+02,3.960000000000000000e+02,2.860000000000000000e+02,2.720000000000000000e+02,1.800000000000000000e+01,3.600000000000000000e+01,4.800000000000000000e+01,1.080000000000000000e+02,1.800000000000000000e+01,-1.470000000000000000e+02,-8.400000000000000000e+01,-2.400000000000000000e+01
1.700000000000000000e+02,1.610000000000000000e+02,2.250000000000000000e+02,3.570000000000000000e+02,3.990000000000000000e+02,3.900000000000000000e+02,3.130000000000000000e+02,1.820000000000000000e+02,-1.800000000000000000e+01,9.000000000000000000e+00,9.600000000000000000e+01,7.500000000000000000e+01,6.000000000000000000e+00,-5.400000000000000000e+01,-1.380000000000000000e+02,-2.700000000000000000e+01,1.820000000000000000e+02,2.430000000000000000e+02,3.070000000000000000e+02,3.690000000000000000e+02,4.450000000000000000e+02,3.900000000000000000e+02,3.100000000000000000e+02,2.530000000000000000e+02,0.000000000000000000e+00,1.170000000000000000e+02,3.600000000000000000e+01,1.500000000000000000e+02,-6.000000000000000000e+00,-1.590000000000000000e+02,-7.500000000000000000e+01,-1.290000000000000000e+02
2.070000000000000000e+02,1.730000000000000000e+02,2.160000000000000000e+02,3.410000000000000000e+02,4.090000000000000000e+02,3.770000000000000000e+02,2.670000000000000000e+02,1.940000000000000000e+02,-2.100000000000000000e+01,-2.700000000000000000e+01,7.200000000000000000e+01,8.400000000000000000e+01,6.000000000000000000e+00,-7.500000000000000000e+01,-2.010000000000000000e+02,3.600000000000000000e+01,1.680000000000000000e+02,2.520000000000000000e+02,3.240000000000000000e+02,3.470000000000000000e+02,4.050000000000000000e+02,3.470000000000000000e+02,3.120000000000000000e+02,2.460000000000000000e+02,1.800000000000000000e+01,1.020000000000000000e+02,3.000000000000000000e+01,5.400000000000000000e+01,-6.000000000000000000e+00,-7.200000000000000000e+01,0.000000000000000000e+00,-6.900000000000000000e+01
2.080000000000000000e+02,1.870000000000000000e+02,1.900000000000000000e+02,3.300000000000000000e+02,4.090000000000000000e+02,3.780000000000000000e+02,2.770000000000000000e+02,1.970000000000000000e+02,-9.000000000000000000e+00,-4.500000000000000000e+01,6.900000000000000000e+01,1.000900000000000034e+02,6.000000000000000000e+00,-6.600000000000000000e+01,-6.900000000000000000e+01,6.900000000000000000e+01,1.590000000000000000e+02,2.260000000000000000e+02,3.100000000000000000e+02,3.410000000000000000e+02,4.050000000000000000e+02,3.460000000000000000e+02,3.170000000000000000e+02,2.540000000000000000e+02,2.100000000000000000e+01,7.200000000000000000e+01,1.140000000000000000e+02,2.000400000000000134e+01,-6.000000000000000000e+00,-8.100000000000000000e+01,1.200000000000000000e+01,-1.410000000000000000e+02
1.950000000000000000e+02,1.900000000000000000e+02,2.170000000000000000e+02,3.320000000000000000e+02,4.090000000000000000e+02,3.750000000000000000e+02,2.810000000000000000e+02,2.130000000000000000e+02,-1.200000000000000000e+01,-3.900000000000000000e+01,9.000000000000000000e+01,9.589000000000000057e+01,6.000000000000000000e+00,-9.300000000000000000e+01,-2.280000000000000000e+02,3.300000000000000000e+01,1.530000000000000000e+02,2.480000000000000000e+02,3.310000000000000000e+02,3.470000000000000000e+02,4.050000000000000000e+02,3.490000000000000000e+02,3.210000000000000000e+02,2.450000000000000000e+02,1.500000000000000000e+01,7.800000000000000000e+01,7.500000000000000000e+01,3.000000000000000000e+01,-6.000000000000000000e+00,-6.300000000000000000e+01,9.000000000000000000e+00,-1.410000000000000000e+02
1.580000000000000000e+02,2.030000000000000000e+02,2.390000000000000000e+02,3.430000000000000000e+02,3.970000000000000000e+02,3.700000000000000000e+02,2.430000000000000000e+02,2.170000000000000000e+02,-1.200000000000000000e+01,-1.500000000000000000e+01,5.400000000000000000e+01,6.300000000000000000e+01,6.000000000000000000e+00,-1.440000000000000000e+02,-1.140000000000000000e+02,-4.800000000000000000e+01,1.600000000000000000e+02,2.500000000000000000e+02,3.330000000000000000e+02,3.610000000000000000e+02,4.180000000000000000e+02,3.570000000000000000e+02,3.090000000000000000e+02,2.030000000000000000e+02,1.500000000000000000e+01,1.890000000000000000e+02,4.800000000000000000e+01,6.000000000000000000e+01,-6.000000000000000000e+00,-1.680000000000000000e+02,-9.900000000000000000e+01,-9.300000000000000000e+01
1.330000000000000000e+02,1.890000000000000000e+02,2.210000000000000000e+02,3.230000000000000000e+02,3.830000000000000000e+02,3.720000000000000000e+02,2.850000000000000000e+02,1.920000000000000000e+02,-1.200000000000000000e+01,6.900000000000000000e+01,2.700000000000000000e+01,9.613100000000000023e+01,6.000000000000000000e+00,-5.700000000000000000e+01,-2.160000000000000000e+02,-1.560000000000000000e+02,2.260000000000000000e+02,2.140000000000000000e+02,2.820000000000000000e+02,3.480000000000000000e+02,4.360000000000000000e+02,3.730000000000000000e+02,3.100000000000000000e+02,1.970000000000000000e+02,1.500000000000000000e+01,2.700000000000000000e+01,1.110000000000000000e+02,3.500000000000000000e+01,-6.000000000000000000e+00,-1.230000000000000000e+02,-5.700000000000000000e+01,-1.200000000000000000e+01
