-1.504856323196997137e+00,-9.985880766564712019e-01,-2.363867825599884065e-01,4.791000630151227013e-01,9.927040856130792124e-01,1.044255048109602901e+00,1.334272868045108806e-01,7.255518702074176263e-01,6.155616798198929596e-01,4.001685665748082599e-01,3.863433194352283023e-02,2.117711092210548818e-01,-7.816859083618798998e-01,-3.384656830716705755e-01,-2.576837772457710174e-01,2.149716601650235315e-02,3.270585796258314581e-01,1.200956269321035830e+00,5.036330318517886484e-01,5.571462436350308467e-01,1.869744867393708376e-01,-7.985516222513151796e-02,4.848749709741327907e-01,4.813062150543034878e-02
-1.623869920929003285e+00,-1.058173000899037097e+00,-2.124575751676435476e-01,5.397163386738049740e-01,1.063735089918457000e+00,1.001050301509704532e+00,9.829419002541314732e-02,7.776477364056587627e-01,6.385789791645941627e-01,5.012375887795866847e-01,-1.840468257345846334e-02,3.552267038165977664e-01,-3.204242333205458149e-01,-8.023556548281518541e-02,-3.253704539608920365e-01,-2.120162377744828075e-01,1.640719287868973308e-01,1.143240959836514747e+00,6.927636226871379810e-01,5.323628524863011080e-02,1.156114056495759213e-01,-5.707205576722596679e-02,5.742333541358369819e-01,1.870600406074397482e-01
-1.620614174359146897e+00,-1.041976976561461266e+00,-2.622339651212081124e-01,6.140829992374159385e-01,1.021899568561527749e+00,9.814601275621899212e-01,1.910711792374817919e-01,1.035277806784053567e+00,4.874499086474616827e-01,7.292023426650676710e-01,-5.142192104824410137e-01,3.374064118510320953e-01,-7.788585939267302083e-02,7.985780420053174844e-02,-3.607375020643701635e-01,-4.052477711540606320e-01,2.303390907491810191e-01,1.056667864667812928e+00,3.778865487991678318e-01,-9.440473552638954657e-02,-1.134529059849098548e-01,-2.049226003555769740e-02,9.577409254290771834e-01,7.811180412253914129e-01
-1.590895618250010912e+00,-9.647252432362684038e-01,-3.195133046292856216e-01,6.113952442676409138e-01,9.940972295698838890e-01,1.008769005140386588e+00,3.064756381792136941e-01,1.061586765784856112e+00,5.050586626670634516e-01,7.785773465151755168e-01,-6.334899332473439282e-01,6.687630711851143550e-01,4.097149392856507810e-01,3.003605041301791179e-01,-3.851397043186930991e-01,-6.067748302861140086e-01,6.151141799069001492e-02,9.453242335520142259e-01,3.515295243759412186e-02,-4.685196578850390203e-01,-2.870970326398302186e-01,7.646149266685439878e-03,1.090202672104141568e+00,6.048766396563280967e-01
-1.612447426703295550e+00,-9.415997050244080402e-01,-3.104678056742825598e-01,5.835350600234768814e-01,9.830103494960900079e-01,9.520973270345358674e-01,2.914464062661589194e-01,1.012614342830508329e+00,5.070412723510131503e-01,7.653460667646179161e-01,-5.194267412391897487e-01,1.030805941041152002e-01,4.752081126030225366e-01,3.370150540031056074e-01,-3.809420725295666887e-01,-6.263805459136689846e-01,2.860290191859483216e-02,8.983579969697638168e-01,-8.822675089046554120e-02,-4.592150772385562019e-01,-3.351064984261684643e-01,1.863141763590535436e-03,1.123052615833102230e+00,4.527139562878313428e-01
-1.660320635560279756e+00,-8.879912478628132488e-01,-3.186210620765589363e-01,5.973653999589836339e-01,9.567534209601648021e-01,9.687351474643881577e-01,3.015787285682061114e-01,1.045650972649214472e+00,5.060255595685263508e-01,7.524917301505049672e-01,-6.897106589595344284e-01,3.221439317501725852e-01,5.087013179678943064e-01,3.470104827735862596e-01,-3.669356453620383207e-01,-6.616541001518669862e-01,2.230126936581833252e-02,8.991551471299723541e-01,-1.716812471698020426e-01,-5.476947922167033633e-01,-4.263039982429767671e-01,-2.488492404526314056e-03,1.175985762336277052e+00,3.641216229233883994e-01
-1.675412987286145405e+00,-8.814314401737002314e-01,-3.400208396677411038e-01,5.616318404281909205e-01,9.294035068791972609e-01,1.171854897718252575e+00,3.466535589130997908e-01,1.019072440370087707e+00,5.429504761189951623e-01,6.906505385243194572e-01,-7.618661938902595576e-01,5.603018310971064064e-01,4.469769775369207276e-01,3.374956090999441383e-01,-3.410997539296093950e-01,-6.531381106609331910e-01,6.196105517503715243e-02,7.734985239823792824e-01,-1.689553089927385843e-01,-5.245882104330885642e-01,-5.338901562482264440e-01,-3.940592631122370737e-02,1.378298384907531648e+00,1.652329633632601893e-02
-1.699559585999361966e+00,-8.706487245759687577e-01,-3.222572409376869840e-01,5.524168642364176707e-01,9.030593426947766122e-01,1.213750360995757616e+00,3.709520253018092073e-01,1.085576165262869486e+00,5.672133541523176614e-01,6.871918200481281769e-01,-9.364524611056619374e-01,6.069395722906489876e-01,4.133742015825240812e-01,3.296462132077260798e-01,-3.580581335903361140e-01,-6.545993673293114545e-01,1.004226705634153199e-01,6.831251226005907728e-01,-1.544094734545559122e-01,-5.744224475165262689e-01,-5.755419138387514177e-01,-4.841489530432246946e-02,1.400092251623880735e+00,-5.664769341379392031e-01
-1.703862325199666516e+00,-8.542937676018310666e-01,-2.980187315556456773e-01,5.408770904460635798e-01,8.351274111987146975e-01,1.282678533413335487e+00,3.820352647866044893e-01,1.083537763371875462e+00,6.223066248354355290e-01,7.279458291042364415e-01,-9.049882477343760279e-01,5.392365439162364327e-01,4.013603042171320912e-01,2.957625796824787101e-01,-4.197199719682687680e-01,-6.503500591434376865e-01,1.786749687889948590e-01,6.917184432489510426e-01,-1.575179077669569550e-01,-5.825731874956388001e-01,-6.242603203137785384e-01,3.541954498846724975e-02,1.473450029673069039e+00,-7.466352146532514444e-01
-1.741756830959557245e+00,-8.548173272485780627e-01,-3.066713001029148788e-01,6.960759162949886614e-01,6.694329354506766139e-01,1.295542985292003291e+00,3.888982663411262863e-01,9.556850550345112882e-01,7.702006188435387424e-01,8.601446578758507044e-01,1.998223563323399121e-01,1.598578850658713413e-01,2.026064368181499376e-01,1.309967650538504946e-01,-5.340306869067660278e-01,-5.300755364004281489e-01,5.223222069498926201e-01,6.022511494828287626e-01,-5.955638723033266496e-02,-5.668014423328502360e-01,-6.531793183791508861e-01,6.881708772710284361e-01,1.158969666727566183e+00,-1.598578850658713413e-01
